EmployeeID,Age,YearsAtCompany,Salary,OvertimeHours,JobSatisfaction,PerformanceScore,PromotionCount,CommuteTime,TrainingHours,PeerRating,ManagerRating,ProjectsCompleted,RemoteDaysPerWeek,WorkLifeBalance,Absences,Attrition
1115528c-f1e3-4c84-897f-e37362e0ae99,47,10,92877,35,2.03,4.77,1,33,38,3.89,2.39,13,5,3.28,2,0
25c53c23-9bfe-4080-9c42-a70c726e1d49,37,7,43117,35,2.45,3.76,1,7,96,2.7,4.33,16,5,3.93,16,0
0b428147-e1b0-4f03-8249-05c3767d866e,27,0,68827,41,4.78,4.28,0,91,5,2.42,1.66,6,3,4.1,11,0
37bee66b-da77-44de-8b99-b26bc2a5c201,35,1,97715,22,4.35,4.0,1,80,99,2.67,3.78,8,5,4.12,2,0
73e62759-1603-4fa8-b46e-09fd82289b86,32,6,50825,24,2.1,2.02,1,40,27,1.21,1.11,16,5,4.23,20,0
c6f41eea-96ac-403b-a494-b25050a6a615,28,3,58884,1,3.03,4.29,0,26,7,3.93,4.94,8,2,4.23,23,0
de9ce82d-1d41-4055-956e-9094ce663dcb,22,0,85582,12,4.69,2.22,1,25,0,1.66,4.33,16,2,4.71,14,0
ca997b96-4415-4c1a-ba73-cfbffa7b60cb,58,8,46204,16,3.84,2.87,2,7,6,4.42,4.27,23,1,1.05,23,0
2e0c7bbc-e8b3-4fee-bd96-1f623e48477e,46,7,49938,3,3.08,3.91,0,9,58,2.94,4.32,15,0,4.72,9,0
c0945acc-58a1-4fe9-853e-a1ff7aa459ae,41,11,70312,9,1.52,2.96,1,66,24,3.64,2.55,22,5,4.25,3,0
40cb4392-a4c1-4566-bd7f-974d8584edc2,33,5,47086,37,1.15,1.67,0,84,21,2.38,4.57,21,2,3.95,15,0
1cc42aab-ee56-45dc-aa23-e3a7596404ab,39,10,92511,17,3.52,4.22,1,65,4,1.09,1.35,12,0,4.51,20,0
86a6f3d6-b04d-41c2-a84e-caca5305d78b,38,6,47121,15,4.03,4.61,0,46,92,3.97,1.88,23,0,4.06,8,0
ad76ad08-f872-4800-bb6a-7f61b093cc19,22,0,30000,16,2.22,3.68,0,79,50,3.92,1.84,9,0,1.73,14,0
085af1b3-b8a0-4fa6-9dc1-d4d5902fd7cf,48,5,62562,16,2.36,1.58,3,68,72,1.54,3.44,23,3,2.98,0,0
112179a1-5cf5-4484-a4ed-1c06fac39dbd,43,8,78214,1,3.78,1.17,1,26,14,3.15,1.79,8,4,4.77,14,0
4d89aad9-fc93-47c2-863f-1e76b5e63988,24,1,77173,10,4.5,1.7,3,63,69,3.09,1.29,17,1,1.47,12,0
37ec3ad0-0bf8-413b-ac7a-7fed275bd194,24,1,62423,29,2.22,1.91,1,53,19,4.5,2.0,18,5,4.62,0,0
46bf1b27-b273-4871-bf3f-b343e6d97ec0,32,1,71225,16,4.92,4.08,3,72,36,4.41,1.98,17,5,3.04,9,0
1d7290cc-eb2f-4f71-95f0-9582c561be96,42,3,107383,17,3.01,3.93,1,49,84,3.67,1.91,15,3,4.02,10,0
4e69476c-4317-4ed2-8ade-dd3e8a8a3e86,46,12,60358,43,4.7,1.77,1,17,42,4.42,1.22,22,3,4.04,0,0
77b5adb7-3f62-46c3-87ae-d9c08b795ece,55,7,76200,27,4.94,2.92,0,76,63,3.02,1.28,23,2,2.86,15,0
2229ca82-5488-44c3-aaf1-3790394ab004,24,0,54403,42,2.03,4.43,0,39,88,3.35,3.55,5,1,3.84,1,0
95086d94-3759-4dab-8173-65b57ea01d66,32,2,32042,14,1.03,4.69,0,60,50,3.74,2.58,2,4,3.04,7,0
ec34befa-05f8-45a5-880b-fec1573d47f8,24,1,79757,2,4.8,1.5,0,52,61,4.7,1.3,18,1,3.17,0,0
aaf41ac3-8446-4eca-ad50-111ee2e475b8,51,12,58346,33,2.59,1.11,1,77,10,3.77,3.03,19,5,2.39,5,0
edccb7a7-6b5f-4f4a-96b8-e4c5da3301c4,27,2,59169,19,1.98,1.07,0,9,47,3.7,1.95,21,1,3.42,10,0
199f851f-551f-4ea4-97c4-d11badb72c01,30,1,61183,12,3.63,2.75,1,73,2,3.26,1.34,1,2,1.72,1,0
0d159879-85c1-4b65-82cf-cd254f08e5d6,44,9,46547,11,4.62,4.8,1,80,59,3.71,1.11,1,2,3.4,6,0
d6419e61-57ae-4694-a7b5-78f9d2fe4e70,35,2,69034,9,1.22,2.08,1,36,30,3.89,1.83,4,5,3.42,1,1
5f11ade6-b26b-4dd5-bf71-69f07f0a00b5,59,13,77600,23,2.02,2.64,0,46,17,3.07,3.32,9,4,4.68,18,0
c97f3a07-5e0b-445e-9aff-dd838ce4c784,40,2,30000,24,4.94,2.58,3,61,67,2.99,3.83,18,3,3.43,22,0
aa4a761b-dd13-477c-af37-a854f060a657,27,2,59460,42,3.72,4.58,2,20,67,2.64,3.71,21,0,2.62,1,0
ad188c09-d42f-4f54-b191-29d9df4f1413,33,2,73577,42,1.93,2.07,0,17,79,4.38,3.72,21,1,2.47,5,0
fb0fd576-7c3e-4e75-ab06-0d143823384f,48,5,54202,44,2.32,4.47,2,17,73,3.73,2.36,6,5,4.47,2,0
86f98dd8-79fa-45d7-9d46-7eb73293c15e,59,13,83427,4,2.48,4.94,1,15,14,1.68,3.13,24,2,4.64,23,0
c337db42-816d-4cd7-bff3-a23843463593,38,6,47719,9,4.58,4.38,0,79,16,2.59,2.07,13,1,1.58,21,0
71153541-563d-45c0-b5b8-2cde48adfe55,31,4,70204,33,4.13,3.38,1,78,73,4.77,4.77,5,5,3.52,11,0
b8675a89-5e26-4ce5-9426-48a79658e8bf,56,8,57549,8,2.7,1.2,3,39,19,4.53,1.74,14,5,2.44,2,0
e58af215-941d-4051-a04d-acc521d575a0,56,8,58616,39,3.91,2.37,0,66,75,3.29,2.97,12,2,3.06,20,0
7caf07d4-99fe-4d84-9ffe-4d7de7d18cf4,22,0,78024,39,3.15,1.25,2,10,3,2.9,4.22,8,0,4.58,2,0
3648a639-389f-42de-af6c-1c74d101213a,37,4,63965,4,1.36,1.02,0,57,33,4.02,2.48,17,2,2.96,12,0
7b290b0f-4603-49b1-b40c-3629bf7bc7df,26,1,71530,0,2.35,2.62,0,21,27,3.85,3.24,10,4,2.16,19,0
1df8e88c-6fa3-4fb5-ae96-dd990ba0a049,43,7,64372,37,4.53,1.15,0,55,31,4.18,4.83,17,1,2.56,6,0
944d2666-f5f5-401b-865a-3dc04f4ad0e2,36,4,43295,42,4.62,1.8,0,96,22,2.23,2.19,7,5,3.09,20,0
9be0bc1d-9927-444a-ae4c-3b83bc5b9a1e,46,11,88560,31,4.53,4.69,2,97,63,2.25,1.95,18,3,4.25,9,0
22979d0d-9577-44c2-9328-71bbc7f06028,21,0,81366,40,2.33,3.22,2,19,44,4.68,1.41,17,0,4.33,22,0
0db2cb73-2983-4385-9df6-709b6e564e53,56,18,86477,10,1.55,4.31,0,95,50,4.23,2.82,15,2,1.22,14,0
113845eb-0d99-4350-ba56-a21471773762,50,10,63917,15,3.42,2.17,2,55,89,2.0,2.76,18,5,3.13,16,0
dbc3056e-43d3-4e3e-bf17-b73d72515c66,22,0,89865,6,1.81,2.04,0,99,18,1.19,1.81,7,5,2.02,21,0
c2c695fe-f213-48f8-9d9e-343ee5c3749b,40,8,30000,28,1.93,3.13,0,72,33,3.43,2.58,5,5,3.37,5,0
6028562c-9b1e-4c2f-a142-75a4ecade084,25,1,30000,30,1.81,4.1,0,92,87,4.53,4.82,9,1,1.54,3,0
8da48eea-0a5e-4ec9-88f8-88092b961146,51,17,73646,29,1.6,1.46,0,12,9,1.47,3.42,9,1,1.34,6,0
650d985b-fab3-43da-9acd-425e9a1f8378,28,3,59941,7,1.52,1.21,1,80,52,4.13,3.78,10,1,1.84,9,0
63ed3033-532f-4273-9fd6-d6b70208cfb8,50,16,78333,13,2.68,4.05,1,43,99,1.04,3.16,21,2,3.34,19,0
5433e4eb-f61a-463f-b87b-a8daa60a96e9,59,10,84691,40,4.94,1.96,2,68,23,1.38,1.19,8,2,3.63,23,0
d3a4d171-96ca-4c4a-bb55-e13853bf7416,22,0,86639,4,1.29,1.74,2,33,1,2.8,3.87,16,0,4.85,20,0
879ddf24-7031-4523-a742-4d83830cb443,33,4,71352,0,3.29,1.31,0,49,31,1.25,2.13,9,3,1.33,9,0
1b009391-37d5-4075-8bd7-7fca7f953c2f,24,0,56648,5,1.87,1.93,2,41,5,4.05,2.71,3,5,3.65,20,0
6467fc22-9e0b-41e0-82dc-964ccc878581,28,1,59603,12,3.04,2.69,3,98,59,3.07,3.75,15,4,4.39,14,0
332ffe79-31d6-4515-beae-4d765a0173c6,59,13,78432,4,4.42,1.7,0,68,4,2.45,2.1,9,4,1.4,14,0
9dbd4cdf-88de-4690-bd81-52d185a413ad,45,13,71710,39,2.19,2.13,0,13,43,4.01,2.18,24,0,2.73,3,0
a9fbb279-0cba-42f4-8b60-e016a3bfb36a,27,3,84501,5,3.97,1.02,0,14,51,4.1,3.53,13,4,1.74,19,0
a6170a28-43c2-470d-b46b-b170d1db70e3,34,6,61283,43,4.62,3.78,0,70,95,1.28,3.53,10,1,2.36,5,0
7cc0f8c7-91ef-4c76-84e5-0acde306c913,49,3,67070,15,2.92,3.84,0,33,2,3.65,1.1,17,4,2.04,11,0
861406be-2b49-41c7-ae50-f689d914ce15,41,9,69860,25,4.77,2.86,2,71,71,2.17,2.05,5,0,3.54,7,0
a7f76a74-2dda-4467-97f4-f7806b9f14e3,57,15,58910,33,4.03,2.06,3,25,74,1.7,4.07,18,4,1.01,24,0
202a1655-ddb4-40d1-a3b1-09a039e960e7,53,16,61118,2,1.6,4.94,0,26,90,2.54,3.14,6,2,3.35,22,0
00496fe7-5d68-4a6a-86d9-b5ed413e0b49,45,3,64000,7,1.02,4.31,0,8,8,4.92,1.97,7,4,3.93,3,0
e464a8fa-1ed4-41ce-bfc4-0342e1e8009e,34,3,78259,33,2.73,1.8,1,88,7,2.05,2.77,10,3,1.69,0,1
f7d163f7-566e-463c-b2c3-7607b2a7ce29,29,2,38205,5,2.04,3.54,0,39,47,3.15,3.98,7,4,2.74,11,0
98ccf28d-5995-448c-8be4-9eabd008894d,35,6,57068,15,2.17,3.0,1,63,38,4.25,3.76,9,4,2.6,19,0
26647e9b-4a7f-42fd-a920-358e20616a79,27,2,81283,23,3.5,4.36,2,52,91,2.18,1.68,1,1,2.53,22,0
167b62bc-7550-427f-97c4-7ec1ceb55190,22,0,44956,17,1.7,3.4,1,9,51,1.4,3.12,16,3,4.27,15,0
0192c0c6-7125-41a5-b7db-bed600c83e90,51,8,56678,29,4.86,3.03,2,13,62,3.63,3.7,6,1,4.64,21,0
80404ba8-0016-4ac5-aabf-747da3fda288,27,0,115156,19,2.38,1.23,0,36,72,4.96,2.73,21,1,3.88,2,0
668a1d97-f17a-4fa7-a6e8-4efd2526c431,31,1,71713,6,2.14,3.09,1,20,99,2.32,1.86,14,4,1.76,9,0
57607c9a-1c47-4cf4-808f-71f1715df11a,33,1,78894,23,2.0,1.84,3,16,33,3.68,4.1,18,0,2.16,24,0
2117cf24-dadf-457d-a3a9-d60cdd71ea95,33,5,66605,6,4.17,1.25,0,21,61,4.0,3.46,10,2,3.67,7,0
6d629323-f9f2-4879-a9e8-3875e4b53571,46,14,69649,42,3.73,3.0,0,23,58,3.95,1.37,11,2,4.21,7,0
ef6191f5-aa58-4150-9d85-55135c8ea279,28,0,54651,32,3.79,4.12,2,92,92,4.09,1.28,6,1,2.95,7,0
aeb1dbe0-ce4e-48dd-bfdb-fd022d889b16,34,6,31543,2,4.99,2.59,0,69,74,4.25,1.63,23,4,2.38,16,0
09fbccd8-79ab-408a-b97b-9abf19895c3f,22,0,42947,43,3.9,1.52,2,80,46,2.93,3.27,18,5,4.99,5,0
d8be8199-a242-49d7-8f67-38fdb03efa7e,35,5,66017,40,3.47,4.64,1,78,24,1.38,2.51,17,1,4.62,3,0
dd7dbc3d-3106-4206-b29e-680042018f15,44,10,68342,36,3.59,2.32,1,5,65,3.29,1.94,22,4,2.54,23,0
24871c70-6fb7-46ab-8d67-77e8bbd655c6,54,8,79314,4,4.2,3.37,3,78,97,1.44,2.23,8,0,3.27,23,0
d5995c6d-a3c9-473a-88b6-2bc6ec91c4eb,24,1,75026,43,4.85,1.02,0,32,17,2.38,1.61,8,2,2.97,4,0
645e9d7c-e966-4230-b0e5-0a8205793f3c,38,10,73781,18,2.42,2.78,1,82,51,1.11,4.77,13,1,4.38,19,0
bd0c4252-e412-4c9f-912f-5704af2e81e7,45,10,40078,24,2.83,4.35,1,13,53,3.82,1.74,2,2,2.75,3,0
fadcc986-5266-4118-94b9-042c2d29a2de,44,13,94307,41,2.37,1.7,1,27,30,1.46,3.71,21,3,2.61,24,0
e48b72e2-2f79-4435-8aa4-5c6bd5bb0f65,26,0,68935,6,1.21,2.04,0,69,17,3.77,3.12,7,2,2.32,18,0
54fc8ee2-24e8-48cc-bb0c-fadeca5a3e1c,54,3,58679,1,1.56,1.1,1,5,44,2.45,3.73,10,4,4.42,17,0
c1659b69-4a20-4fcd-90c0-a6ac9c160da7,58,19,76445,15,2.11,3.99,1,31,67,3.43,3.17,21,2,4.01,24,0
ebc5d6f1-fa29-4b33-a2e2-8b9dfff816c2,23,0,54296,42,1.7,4.38,1,40,52,2.27,5.0,12,4,2.65,24,1
2cb3d97b-5d24-4013-bdca-864cc05dbff7,39,4,76952,22,1.25,4.15,2,83,56,4.74,2.15,7,4,4.55,3,0
f0ed7ee4-4e75-44b6-8ab7-8cfd871398d4,56,12,67208,33,3.24,4.82,1,48,73,1.96,4.25,5,3,3.37,7,0
1e72b1a6-e7c4-4728-878a-ba43b204d0af,39,5,99003,1,4.24,2.24,0,60,23,4.58,1.46,14,5,4.11,1,0
aa9ae10f-383b-459b-8575-7669dc888511,48,8,92066,18,3.68,2.41,3,30,62,4.06,1.38,16,3,3.83,1,0
a8d49f1d-f8a0-4392-b66b-a37e1f9afa1c,30,3,80681,27,4.55,3.79,0,98,60,3.19,2.64,22,3,4.8,22,0
c74ef9d0-3a04-4d93-98a4-c474193ff97e,38,6,41136,18,4.28,1.56,0,93,11,4.32,4.02,23,0,1.51,11,1
eb6d080a-e8b2-4f14-a372-e019507a0897,24,1,64674,38,4.74,4.1,1,38,46,4.62,4.95,21,2,4.06,6,0
cedde6b0-c034-4026-a36a-1b1a50c12681,32,2,69760,16,1.53,4.18,1,82,65,4.92,1.49,16,4,2.84,10,0
b83d332a-cb60-4669-b6cb-ff088cd2d057,47,9,79948,12,4.63,1.09,1,65,76,2.87,4.85,12,3,2.19,22,0
a2eae27c-dc29-4f04-b04b-93c3b447a9ae,49,14,48216,12,2.17,2.68,5,48,45,4.57,4.71,6,2,1.23,22,0
33e9bb3b-6f6c-4992-b0f6-eb51a8f98ea9,32,3,35354,1,4.11,4.91,0,18,79,4.71,2.44,16,2,2.01,21,0
7ae67753-b831-45c2-9f9b-52e6dd01bd80,31,2,48377,7,3.01,3.45,0,60,41,4.86,3.63,20,4,2.14,17,0
562fc773-a4de-4b7e-98a1-0742c7441b73,24,1,72600,14,3.92,4.8,2,87,29,3.24,4.27,2,2,1.33,12,0
279be6c4-c999-44c7-9dd9-91766a39b2d0,44,5,50430,35,3.34,4.93,1,12,51,2.38,3.85,4,3,2.61,1,0
0ff814cb-c14b-465d-948f-8352e5a6489e,46,13,97701,25,4.45,2.69,1,66,37,1.42,1.61,5,1,2.59,11,0
a728026a-82d4-484f-abb0-cbcd0e830bde,48,10,31972,17,1.97,1.97,1,92,79,2.9,3.12,2,0,2.85,5,0
1d71e34a-ec68-4c20-842f-5e710186bafa,24,1,56692,16,1.88,2.3,0,58,67,1.08,2.64,9,1,2.93,7,0
2e5c0102-a994-436d-9190-35f186c5b69e,56,4,82984,30,1.88,1.67,1,75,27,1.16,3.71,18,3,4.59,17,0
ec40e7a6-9ccd-457e-b7c4-275c32e1492a,35,2,82033,32,2.38,4.12,0,85,89,1.24,4.28,21,1,3.63,2,0
1387dc28-f1c5-4c91-b8c0-e1872f9a26bb,42,6,66324,0,3.21,4.38,2,57,60,2.42,4.61,1,2,1.66,14,0
86f75690-0d98-4781-8481-85843a297929,44,7,67623,16,4.79,1.11,0,22,6,3.16,1.66,18,5,2.2,2,0
80230f65-70dd-4609-8f2e-c9d60bc892b0,44,3,49936,20,3.92,3.83,2,15,49,2.97,1.67,5,1,4.28,14,0
f7b98acb-25d8-43f6-afa6-2ee70572172a,57,17,67789,24,1.07,4.98,0,39,22,3.0,4.63,12,3,2.45,2,0
4f450c49-fb49-4fc5-983d-a2a8a577f8e1,25,1,74233,11,4.24,2.85,0,62,66,1.24,2.52,24,2,3.84,3,0
07b2cdee-b833-46a9-ac2e-5e0f17ef637e,26,1,101666,7,2.13,3.87,1,64,64,4.8,4.54,12,2,1.68,2,0
f9616399-f8b2-44d9-b4e5-f836566ae84c,30,3,41297,17,4.94,1.15,2,61,30,4.72,2.08,21,4,1.12,21,0
30a8a03d-92dd-4d90-87b2-ac026f257cfd,23,0,64741,14,4.21,1.39,1,91,35,2.27,1.03,13,5,3.77,8,0
eddc8c37-c324-4ad4-8d53-bd648e35ea20,58,9,55194,28,3.17,2.59,0,47,31,1.59,2.72,4,4,1.18,24,0
56b7aca5-bae5-4b8d-b03a-fd76550adebd,54,11,87499,37,1.74,4.23,1,12,21,3.62,2.11,17,3,1.15,2,0
f5e465a1-8ec8-4f49-8db7-8afcefc58217,26,1,38796,36,4.17,4.02,0,85,34,2.07,3.33,20,0,4.65,7,0
c6ab05ca-6417-4cbe-af4d-3be8faded4b9,30,0,46694,18,2.58,1.39,0,19,72,3.53,2.94,16,4,2.41,7,0
41e4aefa-fa20-4bb9-bd84-15dc597a0628,36,2,94023,25,3.38,4.0,0,38,11,1.82,2.39,16,2,2.8,10,0
01e0d85c-45de-4c8d-86b5-36f74e5f6f11,49,8,67263,12,4.57,4.95,0,69,17,2.84,4.05,22,0,3.64,2,0
4d01e22a-ac37-42e7-b573-e97ba6a38523,23,0,67747,44,3.41,3.51,2,42,69,4.87,3.74,17,2,1.3,15,0
048e90af-a131-47b1-9838-891afb2d19e8,31,1,87352,17,3.42,4.04,1,49,44,2.11,1.51,1,3,3.75,20,0
b44b7863-64a8-469e-a4cf-8bc10ec66080,57,12,30000,25,3.14,4.17,2,37,87,4.79,3.74,10,1,4.88,1,0
8544efc8-ce4b-43ff-a6bc-dea6451bbf80,24,1,77226,16,3.04,1.54,2,11,68,3.24,1.54,16,4,2.21,4,0
4266c302-ea52-4fc8-8d07-6a282523feff,24,0,80411,42,3.34,1.1,1,76,0,3.04,2.47,4,2,1.12,12,0
9cedbb23-6292-43ed-bbc6-c4043a3e656e,44,12,58899,40,4.9,4.69,0,19,41,1.02,4.61,3,1,4.6,7,0
8cfbbc36-4002-4ab4-a9d1-103ec558e9c1,48,13,76751,43,1.19,1.04,0,99,20,4.21,3.24,17,5,1.74,13,0
b5141520-1af5-4267-b886-7dd50ca8208d,55,18,84962,15,3.27,3.95,3,6,24,2.2,4.16,11,5,3.67,5,0
7032e851-cff5-4775-b8dc-610e3a7bc208,58,12,50741,26,1.32,4.86,2,26,15,3.74,4.73,16,5,1.09,21,0
3c28cbaf-d4b9-4a9b-8429-ca52fde38a19,44,11,68462,16,2.02,2.11,0,14,79,1.17,4.74,8,4,4.15,0,0
4e3bca66-3468-46ca-bcc1-8aa9e9ae138f,42,9,52722,17,1.69,4.18,1,22,9,2.68,1.29,16,2,4.61,23,0
3803fa0a-a9d7-4b23-90ff-6416290d57ae,46,3,74301,4,4.72,2.94,2,86,73,3.27,4.22,6,3,4.71,23,0
d32bec8a-856e-4f5e-9205-5511ba0407cd,38,1,78062,28,1.21,1.71,1,61,0,3.96,4.45,8,5,3.2,18,0
76765169-0e98-46d2-b008-66ac118780bb,23,1,81137,24,2.92,2.92,2,64,77,1.48,1.05,24,5,4.14,2,0
00c7a652-93ee-4957-a947-9f17da772d18,31,3,46613,41,1.66,1.83,1,86,32,4.7,4.3,2,5,2.38,14,0
d9f386a2-4149-4dc1-b6a0-189d84ef6333,29,3,62122,5,2.6,2.53,1,96,51,1.32,1.96,16,0,1.54,5,0
86723f02-8313-49ec-b919-4c8427a60e1b,53,5,47366,22,2.49,3.14,5,9,62,1.69,2.47,11,4,1.05,17,0
75de4b8f-1d7a-450e-b919-156dcca43b13,46,11,62510,9,4.7,3.67,1,89,65,3.62,1.02,19,5,2.26,19,0
0667c127-b01a-4b6c-8e5d-fc15df667f7f,56,14,45981,39,4.45,2.24,1,98,16,2.46,2.65,17,1,2.21,4,0
